id,name,code,sphere,career_prospects,cost,min_budget_score,budget_places,min_paid_score,paid_places,url
455,Международные отношения и экономическая дипломатия,41.04.04,Политология,"Дипломат, Специалист в области международных отношений, Юрист-международники остальные",451820.0,,,40.0,5.0,https://vuzopedia.ru/program/magistratura/11899
456,Государственная политика в Евразии,41.04.04,Политология,"Государственный служащий, Политик, Специалист государственного и муниципального управленияи остальные",451820.0,,,40.0,10.0,https://vuzopedia.ru/program/magistratura/11895
457,Социальная архитектура,41.04.04,Политология,"Специалист по социальной работе, Социолог, Социальный инженери остальные",451820.0,10.0,,40.0,10.0,https://vuzopedia.ru/program/magistratura/11891
458,Политическое образование и гражданское просвещение,41.04.04,Политология,"Государственный служащий, Политик, Специалист государственного и муниципального управленияи остальные",451820.0,8.0,,40.0,6.0,https://vuzopedia.ru/program/magistratura/11887
459,Искусственный интеллект и цифровые коммуникации в государственном администрировании,38.04.04,Государственное и муниципальное управление,"Государственный служащий, Специалист по искусственному интеллекту, Специалист государственного и муниципального управленияи остальные",452000.0,,,40.0,20.0,https://vuzopedia.ru/program/magistratura/11883
460,Перевод в международных организациях (с продолжающим уровнем французского и английского яз..,45.04.02,Лингвистика,"Переводчик французского языка, Письменный переводчик, Переводчики остальные",451820.0,5.0,,40.0,3.0,https://vuzopedia.ru/program/magistratura/11879
461,Язык профессионального общения в сфере управления,45.04.02,Лингвистика,"Лингвист, Лингвист-исследователь, Преподаватель филологии (филологических дисциплин)и остальные",451820.0,3.0,,40.0,3.0,https://vuzopedia.ru/program/magistratura/11875
462,Иностранный язык и межкультурная коммуникация в политике и дипломатии,45.04.02,Лингвистика,"Дипломат, Менеджер по межкультурной коммуникации, Учитель иностранного языкаи остальные",451820.0,3.0,,40.0,3.0,https://vuzopedia.ru/program/magistratura/11871
463,Искусственный интеллект в обучении иностранным языкам,45.04.02,Лингвистика,"Лингвист, Учитель иностранного языка, Специалист по искусственному интеллектуи остальные",451820.0,3.0,,40.0,3.0,https://vuzopedia.ru/program/magistratura/11867
464,Обучение иностранным языкам в высшей школе и корпоративной среде,45.04.02,Лингвистика,"Преподаватель лингвистики, Учитель иностранного языка, Преподаватель филологии (филологических дисциплин)и остальные",451820.0,3.0,,40.0,3.0,https://vuzopedia.ru/program/magistratura/11863
465,Практическая юриспруденция,40.04.01,Юриспруденция,"Корпоративный юрист, Сетевой юрист, Юристи остальные",540000.0,,,40.0,50.0,https://vuzopedia.ru/program/magistratura/11859
466,"Публичное право и взаимодействие с органами публичной власти (GR, government relations)",40.04.01,Юриспруденция,"Корпоративный юрист, Правозащитник, Юристи остальные",540000.0,39.0,,40.0,13.0,https://vuzopedia.ru/program/magistratura/11855
467,Правоведение,40.04.01,Юриспруденция,"Корпоративный юрист, Юрист, Юрисконсульти остальные",540000.0,39.0,,40.0,13.0,https://vuzopedia.ru/program/magistratura/11851
468,Компьютерная лингвистика,45.04.03,Фундаментальная и прикладная лингвистика,"Компьютерный лингвист, Лингвист-исследователь, Цифровой лингвисти остальные",451820.0,6.0,,40.0,1.0,https://vuzopedia.ru/program/magistratura/11847
469,Теоретическая лингвистика,45.04.03,Фундаментальная и прикладная лингвистика,"Лингвист, Лингвист-исследователь, Преподаватель филологии (филологических дисциплин)и остальные",451820.0,7.0,,40.0,1.0,https://vuzopedia.ru/program/magistratura/11843
470,История международных отношений в новое и новейшее время,46.04.01,История,"Историк, Историограф, Исторический консультант, исторический реконструктори остальные",451820.0,,,40.0,3.0,https://vuzopedia.ru/program/magistratura/11839
471,Контроль качества в фармацевтической разработке лекарственных средств,33.04.01,Промышленная фармация,"Инженер по управлению качеством, Менеджер по качеству на химическом производстве, Фармакологи остальные",508000.0,5.0,,40.0,5.0,https://vuzopedia.ru/program/magistratura/11837
472,Рациональное природопользование,05.04.06,Экология и природопользование,"Геоэколог, Инженер комплексного использования водных ресурсов, Инженер природообустройстваи остальные",486400.0,8.0,,40.0,1.0,https://vuzopedia.ru/program/magistratura/11833
473,Обращение с отработавшим ядерным топливом,04.04.01,Химия,"Радиохимик, специалист по ядерной химии, радиационной химии, Химик-технолог, Специалист в области учета и контроля ядерных материалов в области атомной энергетикии остальные",666700.0,,,40.0,2.0,https://vuzopedia.ru/program/magistratura/11829
474,Радиофармацевтическая химия,04.04.01,Химия,"Фармацевт, Радиохимик, специалист по ядерной химии, радиационной химии, Химик фармацевтической промышленностии остальные",666700.0,,,40.0,2.0,https://vuzopedia.ru/program/magistratura/11825
475,Концептуальное дизайнерское проектирование,54.04.01,Дизайн,"Графический дизайнер, Проектировщик доступной среды, Дизайнери остальные",75000.0,6.0,,20.0,15.0,https://vuzopedia.ru/program/magistratura/11823
476,Цифровизация в проектировании зданий,08.04.01,Строительство,"Архитектор-градостроитель, Специалист по информационным системам обеспечения градостроительной деятельности, Специалист по геотехническому проектированиюи остальные",164300.0,20.0,,27.0,10.0,https://vuzopedia.ru/program/magistratura/11819
477,Продюсирование в креативной индустрии,42.04.01,Реклама и связи с общественностью,"Продюсер онлайн-курсов, Продюсер исполнительских искусств, Продюсери остальные",321500.0,6.0,,40.0,10.0,https://vuzopedia.ru/program/magistratura/11815
478,Международная социология,39.04.01,Социология,"Специалист по социальной работе, Социолог, Социальный работники остальные",341100.0,10.0,,35.0,10.0,https://vuzopedia.ru/program/magistratura/11811
479,Социальная архитектура,38.04.04,Государственное и муниципальное управление,"Специалист по социальной работе, Социолог, Социальный инженери остальные",565500.0,10.0,,40.0,5.0,https://vuzopedia.ru/program/magistratura/11807
480,Платформенная экономика,38.04.01,Экономика,"Бухгалтер-экономист, Экономист по финансам и кредитам, Экономисти остальные",369300.0,10.0,,40.0,5.0,https://vuzopedia.ru/program/magistratura/11803
481,Поведенческая экономика и экономическая психология,38.04.01,Экономика,"Бухгалтер-экономист, Экономист по финансам и кредитам, Экономисти остальные",369300.0,10.0,,40.0,5.0,https://vuzopedia.ru/program/magistratura/11799
482,Управление проектами в креативной экономике,38.04.01,Экономика,"Менеджер непрерывности бизнеса, Антикризисный управляющий, Специалист по бизнес-планированию и разработке бизнес-планови остальные",369300.0,10.0,,40.0,5.0,https://vuzopedia.ru/program/magistratura/11795
483,Системный анализ и интеллектуальные системы управления бизнес-процессами,09.04.03,Прикладная информатика,"Аналитик данных, Специалист по бизнес-планированию и разработке бизнес-планов, Системный аналитики остальные",379000.0,,,40.0,80.0,https://vuzopedia.ru/program/magistratura/11791
484,Государственное управление и противодействие коррупции в транспортной отрасли,38.04.04,Государственное и муниципальное управление,"Государственный аудитор, Государственный служащий, Специалист государственного и муниципального управленияи остальные",178800.0,,,50.0,35.0,https://vuzopedia.ru/program/magistratura/11788
485,Транспортный и промышленный дизайн,54.04.01,Дизайн,"Дизайнер, Промышленный дизайнер, Дизайнер транспортных средстви остальные",500000.0,,,50.0,35.0,https://vuzopedia.ru/program/magistratura/11784
486,Контроль и надзор на транспорте,40.04.01,Юриспруденция,"Корпоративный юрист, Транспортный юрист, Юристи остальные",178800.0,,,50.0,35.0,https://vuzopedia.ru/program/magistratura/11780
487,Правоохранительная деятельность в сфере обеспечения транспортной безопасности,40.04.01,Юриспруденция,"Дорожный инспектор (железнодорожного транспорта), Сотрудник правоохранительных органов, Юристи остальные",178800.0,,,50.0,35.0,https://vuzopedia.ru/program/magistratura/11776
488,Цивилистика (юрист частного права) в транспортной сфере,40.04.01,Юриспруденция,"Корпоративный юрист, Транспортный юрист, Юристи остальные",178800.0,,,50.0,35.0,https://vuzopedia.ru/program/magistratura/11772
489,Предпринимательское и коммерческое право в транспортной отрасли,40.04.01,Юриспруденция,"Транспортный юрист, Сетевой юрист, Юристи остальные",136800.0,,,50.0,105.0,https://vuzopedia.ru/program/magistratura/11768
490,Государственное управление на транспорте,38.04.04,Государственное и муниципальное управление,"Дорожный инспектор (железнодорожного транспорта), Государственный служащий, Специалист государственного и муниципального управленияи остальные",178000.0,,,50.0,35.0,https://vuzopedia.ru/program/magistratura/11764
491,Интеллектуальные системы обработки информации и управления на воздушном транспорте,25.04.03,Аэронавигация,"Диспетчер управления воздушным движением, Intelligent Systems Developer (разработчик интеллектуальных систем), Разработчик интеллектуальных систем управления динамической диспетчеризациейи остальные",500000.0,20.0,,50.0,10.0,https://vuzopedia.ru/program/magistratura/11760
492,Пассажирский комплекс ВСМ,23.04.02,Наземные транспортно-технологические комплексы,"Дорожный инспектор (железнодорожного транспорта), Поездной диспетчер (специалист по оперативно-диспетчерскому управлению железнодорожными перевозками), Специалист по организации управления движением поездов, производства маневровой работы на раздельных пунктахи остальные",380000.0,,,50.0,30.0,https://vuzopedia.ru/program/magistratura/11756
493,Гигиена и техносферные риски транспортных систем,20.04.01,Техносферная безопасность,"Инженер по безопасности транспортной сети, Инспектор по технике безопасности, Специалист по техносферной безопасностии остальные",374000.0,10.0,,50.0,25.0,https://vuzopedia.ru/program/magistratura/11752
494,Электрический транспорт и локомотивы автономной тяги,13.04.02,Электроэнергетика и электротехника,"Машинист локомотива (специалист по управлению и обслуживанию локомотива), Специалист по обслуживанию и ремонту устройств железнодорожной автоматики и телемеханики, Энергодиспетчер железнодорожного транспортаи остальные",374000.0,20.0,,50.0,15.0,https://vuzopedia.ru/program/magistratura/11748
495,Экономика в строительстве и ЖКХ,38.04.01,Экономика,"Бухгалтер-экономист, Инженер-экономист, Экономисти остальные",70000.0,,,41.0,10.0,https://vuzopedia.ru/program/magistratura/11744
496,Предупреждение и ликвидация чрезвычайных ситуаций,20.04.01,Техносферная безопасность,"Инженер по пожарной безопасности, Инженер по промышленной безопасности, Специалист по техносферной безопасностии остальные",78000.0,7.0,,41.0,40.0,https://vuzopedia.ru/program/magistratura/11740
497,Экологическая безопасность в техносфере,20.04.01,Техносферная безопасность,"Инженер по промышленной безопасности, Инженер-эколог, Специалист по техносферной безопасностии остальные",78000.0,7.0,,41.0,30.0,https://vuzopedia.ru/program/magistratura/11736
498,Машинное обучение и интеллектуальный анализ данных,09.04.04,Программная инженерия,"Аналитик данных, Специалист по машинному обучению, Специалист по искусственному интеллектуи остальные",160160.0,10.0,,41.0,5.0,https://vuzopedia.ru/program/magistratura/11732
499,"Цифровые технологии в урбанистике, архитектуре и строительстве",09.04.02,Информационные системы и технологии,"Архитектор-градостроитель, Инженер-разработчик аппаратного обеспечения, Информатик (специалист по информационным технологиям)и остальные",78000.0,6.0,,41.0,40.0,https://vuzopedia.ru/program/magistratura/11731
500,Судебная строительно-техническая и стоимостная экспертиза объектов недвижимости,08.04.01,Строительство,"Агент по недвижимости, Управляющий недвижимостью (менеджер по недвижимости), Юрист по недвижимостии остальные",178000.0,,,41.0,10.0,https://vuzopedia.ru/program/magistratura/11727
501,Автомобильные дороги,08.04.01,Строительство,"Инженер-строитель, Инженер-строитель автомобильных дорог, Строитель умных дороги остальные",78000.0,7.0,,41.0,30.0,https://vuzopedia.ru/program/magistratura/11723
502,Инновационные технологии в городском строительстве,08.04.01,Строительство,"Инженер-строитель, Специалист по модернизации строительных технологий, Техник по гражданскому строительствуи остальные",178000.0,7.0,,41.0,10.0,https://vuzopedia.ru/program/magistratura/11719
503,Техническая эксплуатация объектов жилищно-коммунального хозяйства,08.04.01,Строительство,"Управляющий жилым комплексом, Техник-смотритель жилищного хозяйства, Специалист по домашнему и коммунальному хозяйствуи остальные",178000.0,7.0,,41.0,10.0,https://vuzopedia.ru/program/magistratura/11715
504,Проектирование и строительство нефтегазовых комплексов,08.04.01,Строительство,"Инженер-машиностроитель, Инженер-строитель, Менеджер строительного проектаи остальные",78000.0,7.0,,41.0,35.0,https://vuzopedia.ru/program/magistratura/11711
505,Промышленное и гражданское строительство: технологии и организация строительства,08.04.01,Строительство,"Архитектор-градостроитель, Инженер-строитель, Техник по гражданскому строительствуи остальные",78000.0,9.0,,41.0,70.0,https://vuzopedia.ru/program/magistratura/11707
506,Инженерия историко-политических нарративов,41.04.04,Политология,"Историограф, Историк-медиевист, Политики остальные",300000.0,,,30.0,15.0,https://vuzopedia.ru/program/magistratura/11703
507,Стратегическое управление безопасностью предприятий,20.04.01,Техносферная безопасность,"Инженер по охране труда и технике безопасности, Инженер по промышленной безопасности, Специалист по техносферной безопасностии остальные",300000.0,,,30.0,15.0,https://vuzopedia.ru/program/magistratura/11699
508,Разработка кроссплатформенных систем с использованием искусственного интеллекта,09.04.03,Прикладная информатика,"Инженер-разработчик аппаратного обеспечения, Разработчик Web и мультимедийных приложений, Руководитель разработки программного обеспеченияи остальные",106000.0,8.0,,30.0,35.0,https://vuzopedia.ru/program/magistratura/11695
509,Системный анализ в информационных технологиях,09.04.02,Информационные системы и технологии,"Аналитик компьютерных систем, Специалист по информационным системам, Системный аналитики остальные",300000.0,,,30.0,15.0,https://vuzopedia.ru/program/magistratura/11692
510,Пищевые технологии продуктов и напитков из растительного сырья,19.04.02,Продукты питания из растительного сырья,"Инженер пищевой промышленности, Инженер-технолог пищевого производства, Технолог пищевого производстваи остальные",178000.0,14.0,,25.0,15.0,https://vuzopedia.ru/program/magistratura/11688
511,Профориентация и карьерный консалтинг,44.04.02,Психолого-педагогическое образование,"Практический психолог, Профориентолог, Психолог-консультанти остальные",66500.0,10.0,,5.0,15.0,https://vuzopedia.ru/program/magistratura/11684
512,Английский язык в международном образовательном пространстве,44.04.01,Педагогическое образование,"Лингвист, Учитель (преподаватель) английского языка, Учитель английского языкаи остальные",66500.0,5.0,,5.0,15.0,https://vuzopedia.ru/program/magistratura/11680
513,Информационные технологии и искусственный интеллект в АПК,09.04.03,Прикладная информатика,"Инженер-разработчик аппаратного обеспечения, Информатик (специалист по информационным технологиям), Специалист по искусственному интеллектуи остальные",48000.0,,,51.0,30.0,https://vuzopedia.ru/program/magistratura/11677
514,Декоративно-прикладное творчество,51.04.02,Народная художественная культура,"Декоратор, Специалист по театрально-декорационному искусству, Специалист по декоративно-прикладному искусствуи остальные",,4.0,,,,https://vuzopedia.ru/program/magistratura/11676
515,Изучение и охрана объектов культурного наследия,51.04.01,Культурология,"Историк, Исторический консультант, исторический реконструктор, Культурологи остальные",161000.0,10.0,,35.0,15.0,https://vuzopedia.ru/program/magistratura/11672
516,История России XX века,46.04.01,История,"Историк, Историограф, Исторический консультант, исторический реконструктори остальные",166460.0,15.0,,35.0,10.0,https://vuzopedia.ru/program/magistratura/11668
517,Передовые технологии машиностроения,15.04.01,Машиностроение,"Инженер-машиностроитель, Специалист по технологии машиностроения, Специалист по проектированию гибких производственных систем в машиностроениии остальные",194595.0,10.0,,40.0,10.0,https://vuzopedia.ru/program/magistratura/11667
518,Психологическая помощь в экстремальных и трудных жизненных ситуациях,44.04.02,Психолого-педагогическое образование,"Психолог, Коррекционный психолог, специальный психолог, Практический психологи остальные",68000.0,12.0,,41.0,13.0,https://vuzopedia.ru/program/magistratura/11663
519,Современные технологии естествознания и физической культуры,44.04.01,Педагогическое образование,"Педагог, Учитель физкультуры, Учитель естествознанияи остальные",138000.0,13.0,,41.0,17.0,https://vuzopedia.ru/program/magistratura/11662
520,Правовое обеспечение использования искусственного интеллекта,40.04.01,Юриспруденция,"Корпоративный юрист, Сетевой юрист, Юристи остальные",190000.0,5.0,,40.0,10.0,https://vuzopedia.ru/program/magistratura/11658
521,Государственное регулирование опеки и попечительства,40.04.01,Юриспруденция,"Государственный служащий, Специалист органов опеки и попечительства в отношении несовершеннолетних, Специалист государственного и муниципального управленияи остальные",190000.0,15.0,,40.0,10.0,https://vuzopedia.ru/program/magistratura/11654
522,Государственное управление налоговой политикой региона,38.04.04,Государственное и муниципальное управление,"Государственный служащий, Налоговый инспектор, Налоговый консультанти остальные",,3.0,,,,https://vuzopedia.ru/program/magistratura/11650
523,Цифровая медиалингвистика,45.04.02,Лингвистика,"Лингвист, Лингвист-исследователь, Цифровой лингвисти остальные",308000.0,,,65.0,12.0,https://vuzopedia.ru/program/magistratura/11646
524,Менеджмент и маркетинг спорта и фитнес-индустрии,44.04.01,Педагогическое образование,"Маркетолог, Фитнес-тренер (тренер по фитнесу), Спортивный менеджери остальные",68000.0,,,60.0,10.0,https://vuzopedia.ru/program/magistratura/11645
525,Дополнительное художественное образование детей средствами искусства,44.04.01,Педагогическое образование,"Преподаватель программ дополнительного образования, Педагог дополнительного образования, Специалист по управлению в учреждениях дополнительного образованияи остальные",68000.0,,,60.0,10.0,https://vuzopedia.ru/program/magistratura/11641
526,Управление образовательной организацией дошкольного образования,44.04.01,Педагогическое образование,"Воспитатель детского сада, Педагог, Директор по воспитательной работеи остальные",68000.0,,,60.0,10.0,https://vuzopedia.ru/program/magistratura/11637
527,Языковое образование и лингвистика,44.04.01,Педагогическое образование,"Лингвист, Лингвист-исследователь, Учитель иностранного языкаи остальные",68000.0,,,60.0,10.0,https://vuzopedia.ru/program/magistratura/11633
528,Географическое образование и экологическая безопасность,44.04.01,Педагогическое образование,"Географ, Учитель географии, Учитель географии и биологиии остальные",68000.0,,,60.0,10.0,https://vuzopedia.ru/program/magistratura/11629
529,Публичная история и историческое просвещение,44.04.01,Педагогическое образование,"Историк, Историограф, Исторический консультант, исторический реконструктори остальные",,23.0,,,,https://vuzopedia.ru/program/magistratura/11625
530,Архитектура биолого-химического мышления,44.04.01,Педагогическое образование,"Учитель биологии, Учитель химии, Учитель биологии и химиии остальные",,17.0,,,,https://vuzopedia.ru/program/magistratura/11621
531,Моделирование образовательных программ в области физики и математики,44.04.01,Педагогическое образование,"Учитель математики, Учитель математики и физики, Учитель физикии остальные",,17.0,,,,https://vuzopedia.ru/program/magistratura/11617
532,Финансовые технологии и маркетинг,38.04.01,Экономика,"Менеджер по маркетингу, Финансовый менеджер, Финансовый консультанти остальные",169000.0,3.0,,40.0,12.0,https://vuzopedia.ru/program/magistratura/11613
533,Управление финансами,38.04.01,Экономика,"Финансист, Бухгалтер-экономист, Экономист по финансам и кредитами остальные",74000.0,,,40.0,30.0,https://vuzopedia.ru/program/magistratura/11609
534,Иноязычное образование и межкультурная коммуникация (Foreign Language Education and Interc..,44.04.01,Педагогическое образование,"Педагог, Преподаватель лингвистики, Учитель иностранного языкаи остальные",170000.0,,,40.0,15.0,https://vuzopedia.ru/program/magistratura/11605
535,Цифровая трансформация и управление на основе данных,09.04.03,Прикладная информатика,"Аналитик данных, Инновационный менеджер, Руководитель по цифровой трансформации (CDO – Chief Data Officer)и остальные",178000.0,7.0,,40.0,28.0,https://vuzopedia.ru/program/magistratura/11601
536,Разработка программного обеспечения,09.04.04,Программная инженерия,"Программист, Инженер по сопровождению программного обеспечения, Инженер-разработчик аппаратного обеспеченияи остальные",170000.0,10.0,,40.0,25.0,https://vuzopedia.ru/program/magistratura/11597
537,"Стратегическое, оперативное планирование и управление инвестиционными проектами",38.04.01,Экономика,"Инвестиционный специалист, Специалист по планированию, Специалист по бизнес-планированию и разработке бизнес-планови остальные",68000.0,,,50.0,20.0,https://vuzopedia.ru/program/magistratura/11593
538,Бережливые технологии в производственных системах,27.04.02,Управление качеством,"Инженер-технолог, Технолог ОТК, Техник-технологи остальные",68000.0,15.0,,50.0,30.0,https://vuzopedia.ru/program/magistratura/11589
539,Материаловедение и технологии материалов,22.04.01,Материаловедение и технологии материалов,"Проектировщик нанотехнологических материалов (наноматериалов), Материаловед, Специалист (технолог) по строительным материалами остальные",120000.0,25.0,,50.0,5.0,https://vuzopedia.ru/program/magistratura/11585
540,Стратегическое развитие бизнеса на азиатских рынках,38.04.02,Менеджмент,"Менеджер непрерывности бизнеса, Специалист по стратегическому планированию рекламы, Специалист по бизнес-планированию и разработке бизнес-планови остальные",187000.0,,,25.0,30.0,https://vuzopedia.ru/program/magistratura/11581
541,Перспективные вычислительные технологии и сети,01.04.02,Прикладная математика и информатика,"Программист, Web-программист, Системный администратори остальные",307000.0,56.0,,40.0,7.0,https://vuzopedia.ru/program/magistratura/11426
542,Технологии параллельного программирования и высокопроизводительные вычисления,01.04.02,Прикладная математика и информатика,"Программист, Web-программист, Системный администратори остальные",307000.0,56.0,,40.0,7.0,https://vuzopedia.ru/program/magistratura/11424
543,Распределенные системы и компьютерные сети,01.04.02,Прикладная математика и информатика,"Техник по компьютерным сетям, Техник по компьютерным системам, Техник-программисти остальные",307000.0,56.0,,40.0,7.0,https://vuzopedia.ru/program/magistratura/11420
544,Архитектура и алгоритмы систем наземной и спутниковой мобильной связи,11.04.02,Инфокоммуникационные технологии и системы связи,"Инженер по спутниковым коммуникациям, Инженер связи, Специалист по радиосвязи и телекоммуникациями остальные",188000.0,12.0,,35.0,10.0,https://vuzopedia.ru/program/magistratura/11418
545,Клиническая психология в системе комплексной реабилитации и абилитации,37.04.01,Психология,"Психолог, Практический психолог, Психолог-консультанти остальные",100000.0,,,5.0,30.0,https://vuzopedia.ru/program/magistratura/11414
546,Управление информационными системами в бизнесе,09.04.03,Прикладная информатика,"Информатик (специалист по информационным технологиям), Специалист по информационным ресурсам, Системный программисти остальные",130000.0,,,55.0,360.0,https://vuzopedia.ru/program/magistratura/11412
547,Геоэкология и управление природными экосистемами,05.04.06,Экология и природопользование,"Геоэколог, Эксперт-эколог, Инженер-экологи остальные",,9.0,,,,https://vuzopedia.ru/program/magistratura/11408
548,Информационно-вычислительные системы и комплексы,09.04.01,Информатика и вычислительная техника,"Системный администратор, Аналитик компьютерных систем, Инженер-системотехники остальные",229000.0,6.0,,27.0,10.0,https://vuzopedia.ru/program/magistratura/11404
549,Международное право и юридическая практика,40.04.01,Юриспруденция,"Корпоративный юрист, Юрист, Юрист-международники остальные",,7.0,,,,https://vuzopedia.ru/program/magistratura/11402
550,Финансовые технологии и аналитика данных,38.04.08,Финансы и кредит,"Аналитик фондового рынка (финансовый аналитик), Аналитик данных, Кредитный аналитики остальные",,5.0,,,,https://vuzopedia.ru/program/magistratura/11398
551,Внутренняя политика и социальная архитектура,38.04.04,Государственное и муниципальное управление,"Политик, Специалист государственного и муниципального управления, Социологи остальные",,17.0,,,,https://vuzopedia.ru/program/magistratura/11394
552,Управление внутренним брендом и корпоративной культурой,38.04.03,Управление персоналом,"Менеджер по персоналу, Менеджер по оценке персонала, Менеджери остальные",,10.0,,,,https://vuzopedia.ru/program/magistratura/11390
553,Бизнес-стратегии и социально-ответственное управление,38.04.02,Менеджмент,"Digital-стратег, Антикризисный управляющий, Специалист по стратегическому планированию рекламыи остальные",,5.0,,,,https://vuzopedia.ru/program/magistratura/11386
554,Бизнес-аналитика и финансово-управленческие решения,38.04.01,Экономика,"Финансовый аналитик (специалист финансового анализа и моделирования), Маркетолог-аналитик, Инвестиционный аналитики остальные",,10.0,,,,https://vuzopedia.ru/program/magistratura/11382
555,Промышленный дизайн и инновации,54.04.01,Дизайн,"Дизайнер, Промышленный дизайнер, Дизайнер-конструктори остальные",280000.0,,,30.0,10.0,https://vuzopedia.ru/program/magistratura/11367
556,Глобальная педагогика,44.04.01,Педагогическое образование,"Педагог, Учитель, Педагог-организатори остальные",280000.0,9.0,,30.0,10.0,https://vuzopedia.ru/program/magistratura/11359
557,"Педагогика, психология и методика обучения иностранным языкам",44.04.01,Педагогическое образование,"Педагог, Учитель, Педагог-психологи остальные",280000.0,,,30.0,10.0,https://vuzopedia.ru/program/magistratura/11355
558,Сравнительные юридические стратегии в правовой политике,41.04.04,Политология,"Политик, Политтехнолог, Юристи остальные",350000.0,12.0,,30.0,10.0,https://vuzopedia.ru/program/magistratura/11351
559,Право и политика в контексте публичной власти,41.04.04,Политология,"Политолог, Государственный аудитор, Государственный служащийи остальные",350000.0,12.0,,30.0,10.0,https://vuzopedia.ru/program/magistratura/11347
560,Зарубежное регионоведение: Африка,41.04.01,Зарубежное регионоведение,"Дипломат, Африканист, Регионоведи остальные",280000.0,15.0,,30.0,10.0,https://vuzopedia.ru/program/magistratura/11343
561,"Гражданское право, семейное право, предпринимательское право, международное частное право",40.04.01,Юриспруденция,"Корпоративный юрист, Юрист по земельно-имущественным отношениям, Юрист по недвижимостии остальные",243000.0,40.0,,30.0,20.0,https://vuzopedia.ru/program/magistratura/11339
562,Обеспечение финансовой безопасности,40.04.01,Юриспруденция,"Корпоративный юрист, Сетевой юрист, Юристи остальные",380000.0,40.0,,30.0,10.0,https://vuzopedia.ru/program/magistratura/11335
563,E-commerce - электронная коммерция,38.04.05,Бизнес-информатика,"Коммерческий агент, Предприниматель, Специалист по электронной коммерции (e-commerce)и остальные",280000.0,,,30.0,10.0,https://vuzopedia.ru/program/magistratura/11331
564,Устойчивое управление городом и зеленой инфраструктурой,38.04.04,Государственное и муниципальное управление,"Государственный служащий, Политик, Специалист государственного и муниципального управленияи остальные",280000.0,8.0,,30.0,10.0,https://vuzopedia.ru/program/magistratura/11327
565,Умная логистика (Smart Logistics) и управление цепями поставок,38.04.02,Менеджмент,"Логист, Специалист по цепям поставок, Операционный логисти остальные",400000.0,5.0,,30.0,10.0,https://vuzopedia.ru/program/magistratura/11323
566,Управление международными проектами,38.04.02,Менеджмент,"Менеджер проекта, Руководитель проектов в области информационных технологий, Менеджер интернет-проектови остальные",400000.0,6.0,,30.0,10.0,https://vuzopedia.ru/program/magistratura/11319
567,Управление экономикой малых городов и сельских территорий,38.04.02,Менеджмент,"Бухгалтер-экономист, Инженер-экономист, Экономисти остальные",400000.0,,,30.0,10.0,https://vuzopedia.ru/program/magistratura/11315
